stop_id,stop_name,stop_lat,stop_lon
mr_107,SOMERSET WEST,-34.084224,18.841436
mr_108,SOUTHFIELD,-34.032969,18.481599
mr_109,ST JAMES,-34.119311,18.45842
mr_110,STEENBERG,-34.076405,18.463689
mr_111,STELLENBOSCH,-33.9385789435876,18.849779082501456
mr_112,STEURHOF,-34.028836,18.468908
mr_113,STIKLAND,-33.904768,18.656366
mr_114,STOCK ROAD,-34.0139183790727,18.60624931134088
mr_115,STRAND,-34.115026,18.832457
mr_116,SUNNY COVE,-34.14424690706408,18.437244867169387
mr_117,Salt River,-33.92723,18.46502
mr_118,Simon’s Town,-34.18669557305048,18.425413911349672
mr_119,Stellenbosch,-33.9385789435876,18.849779082501456
mr_120,Stock Road,-34.0139183790727,18.60624931134088
mr_121,Sunny Cove,-34.14424690706408,18.437244867169387
mr_122,THORNTON,-33.918905,18.532447
mr_123,TYGERBERG,-33.907388,18.601514
mr_124,UNIBELL,-33.937044,18.62858
mr_125,VAN DER STEL,-34.09504,18.852837
mr_126,VASCO,-33.911215,18.558429
mr_127,VLOTTENBURG,-33.96184301841245,18.799895609488726
mr_128,Vlottenburg,-33.96184301841245,18.799895609488726
mr_129,WELLINGTON,-33.63447668679283,18.991901311321545
mr_130,WETTON,-34.001906,18.501037
mr_131,WITTEBOME,-34.014044,18.470709
mr_132,WOLTEMADE,-33.92213,18.50764
mr_133,WOODSTOCK,-33.925483,18.445608
mr_134,WYNBERG,-34.004856,18.471217
mr_135,Wellington,-33.63447668679283,18.991901311321545
mr_136,Woltemade,-33.92213,18.50764
mr_137,YSTERPLAAT,-33.919921,18.476845
mc_ABBAS,Abbas,-34.08308,18.44012
mc_ACACIA,Acacia,-33.7642,18.64696
mc_ADDERLEY,Adderley,-34.07984,18.62092
mc_ADDERLEY_HOLDING,Adderley Holding,-33.73648,18.37608
mc_ALBANY,Albany,-34.0984,18.40144
mc_ALBERTO,Alberto,-34.0318,18.52476
mc_ALFRED,Alfred,-33.71896,18.38184
mc_ALIAM,Aliam,-33.97084,18.32924
mc_ALOE,Aloe,-34.05964,18.38348
mc_AMSTERDAM,Amsterdam,-34.05272,18.34772
mc_ANKERLIG_POWER_STATION,Ankerlig Power Station,-33.87188,18.44484
mc_ANNANDALE,Annandale,-33.81144,18.51252
mc_AQUARIUM,Aquarium,-33.97416,18.6466
mc_ARION,Arion,-33.82084,18.5644
mc_ARMSTRONG,Armstrong,-33.97048,18.45352
mc_ARTHURS,Arthurs,-33.72168,18.69004
mc_ATALANTES,Atalantes,-34.09472,18.39052
mc_ATHOLL,Atholl,-33.83308,18.30732
mc_ATLANTIC_BEACH,Atlantic Beach,-33.71328,18.60824
mc_ATLANTIC_SKIPPER,Atlantic Skipper,-33.93948,18.48796
mc_ATLANTIS_CEMETERY,Atlantis Cemetery,-33.9398,18.4814
mc_ATLANTIS_STATION,Atlantis Station,-34.09556,18.55708
mc_AUGUST_KOTZENBERG,August Kotzenberg,-34.05688,18.49664
mc_AVONDALE,Avondale,-33.94204,18.31652
mc_AZALEA,Azalea,-33.7438,18.37304
mc_BAKOVEN,Bakoven,-33.95564,18.412
mc_BALFOUR,Balfour,-33.88204,18.39688
mc_BANTRY_BAY,Bantry Bay,-33.75724,18.61136
mc_BARLEY_BAY,Barley Bay,-33.97704,18.6968
mc_BARRON,Barron,-33.89992,18.62724
mc_BAYVIEW,Bayview,-33.74012,18.49152
mc_BEGONIA,Begonia,-34.0266,18.44156
mc_BELLE_OMBRE,Belle Ombre,-33.71256,18.46172
mc_BEN_NEVIS,Ben Nevis,-33.92896,18.46856
mc_BENGAL,Bengal,-34.039,18.57176
mc_BERGENDAL,Bergendal,-33.89948,18.33104
mc_BERKSHIRE_WEST,Berkshire West,-33.70456,18.50136
mc_BERZELIA,Berzelia,-33.99988,18.60456
mc_BIG_BAY,Big Bay,-33.88724,18.597
mc_BIRKENHEAD,Birkenhead,-33.90904,18.5326
mc_BISCUIT_MILL,Biscuit Mill,-34.05692,18.56784
mc_BITTERN,Bittern,-33.86948,18.40976
mc_BLAAUWBERG_HOSPITAL,Blaauwberg Hospital,-34.01716,18.62604
mc_BLAAUWBERG_HOSPITAL_,Blaauwberg Hospital_,-33.90252,18.58892
mc_BLOUBERG_RISE,Blouberg Rise,-33.8284,18.53152
mc_BLOUBERG_SANDS,Blouberg Sands,-33.89348,18.3154
mc_BOAT_BAY,Boat Bay,-33.96524,18.49132
mc_BOKKOMBAAI,Bokkombaai,-33.76668,18.3212
mc_BOLT,Bolt,-34.07524,18.62596
mc_BONTEBOK,Bontebok,-33.93144,18.3334
mc_BOSMANSDAM,Bosmansdam,-33.98,18.6156
mc_BOTTLEBRUSH,Bottlebrush,-33.83556,18.37892
mc_BOUNDARY,Boundary,-33.79848,18.58528
mc_BRASELTON,Braselton,-33.7044,18.65848
mc_BREAKWATER,Breakwater,-34.05012,18.33132
mc_BRECON,Brecon,-34.0854,18.65472
mc_BRENTON,Brenton,-33.71796,18.34168
mc_BREVITY_LANE,Brevity Lane,-33.90532,18.39824
mc_BRIDGEWAY,Bridgeway,-33.965,18.485
mc_BRITTLESTAR,Brittlestar,-34.0428,18.51488
mc_BRIZA,Briza,-34.04632,18.43764
mc_BROOK,Brook,-33.7826,18.42792
mc_BRUTUS,Brutus,-33.7458,18.40672
mc_BUICK,Buick,-33.8224,18.36412
mc_CPUT,CPUT,-33.94864,18.50188
mc_CABIN,Cabin,-34.04664,18.57512
mc_CAELIAN,Caelian,-33.91292,18.66096
mc_CAMBERWELL,Camberwell,-34.03652,18.37832
mc_CAMPS_BAY,Camps Bay,-33.90208,18.38136
mc_CANAL_WALK_NORTH,Canal Walk North,-33.8986,18.32956
mc_CANAL_WALK_SOUTH,Canal Walk South,-33.7826,18.60856
mc_CAPITOLINE,Capitoline,-34.09248,18.58388
mc_CARMEL,Carmel,-33.95748,18.59004
mc_CASSEL,Cassel,-33.7536,18.57144
mc_CASTLE,Castle,-33.77484,18.5166
mc_CASTLEHILL,Castlehill,-33.79844,18.6274
mc_CENTRAL_PARK,Central Park,-33.94032,18.37596
mc_CENTURY_CITY,Century City,-33.70692,18.6694
mc_CENTURY_CITY_RAIL,Century City Rail,-33.98316,18.576
mc_CENTURY_GATE,Century Gate,-33.937,18.61648
mc_CHAREL_UYS,Charel Uys,-33.83272,18.40804
mc_CHAREL_UYS_NORTH,Charel Uys North,-33.98232,18.40344
mc_CHAREL_UYS_SOUTH,Charel Uys South,-34.08248,18.49344
mc_CHARLES_DUMINY,Charles Duminy,-33.70384,18.31136
mc_CHARLES_MATTHEWS,Charles Matthews,-33.75572,18.35676
mc_CHARLES_MOKOENA,Charles Mokoena,-33.87032,18.47224
mc_CHARLES_PIERS,Charles Piers,-33.89068,18.34968
mc_CHAS_BOOTH,Chas Booth,-33.70404,18.5122
mc_CHESTER_EAST,Chester East,-34.0128,18.35332
mc_CHESTER_WEST,Chester West,-33.75512,18.65236
mc_CHESTERFIELD,Chesterfield,-33.88792,18.57668
mc_CHIPPENHAM,Chippenham,-33.999,18.43628
mc_CHURCH,Church,-33.9004,18.632
mc_CHURCHILL,Churchill,-33.88364,18.373
mc_CIRCLE_EAST,Circle East,-34.00316,18.5326
mc_CIVIC_CENTRE,Civic Centre,-33.99844,18.37464
mc_CLARENS,Clarens,-33.81196,18.69896
mc_CLEARWATER,Clearwater,-33.93788,18.3648
mc_CLIFTON,Clifton,-33.95092,18.69428
mc_CLIFTON_2ND,Clifton 2Nd,-33.90852,18.56832
mc_CLIFTON_3RD,Clifton 3Rd,-33.84692,18.54908
mc_CLIFTON_4TH,Clifton 4Th,-33.8396,18.46508
mc_COLEBROOK,Colebrook,-33.84672,18.3822
mc_COMRIE,Comrie,-33.81492,18.45716
mc_CONVENTION_CENTRE,Convention Centre,-33.71216,18.54316
mc_CONWAY,Conway,-33.80732,18.44428
mc_CORMORANT,Cormorant,-34.03844,18.63432
mc_CORONATION,Coronation,-33.97532,18.62
mc_CORONATION_EAST,Coronation East,-34.0554,18.5662
mc_CORONATION_WEST,Coronation West,-34.0132,18.67316
mc_CORSAIR,Corsair,-33.90688,18.44172
mc_COSMONAUT,Cosmonaut,-34.01156,18.34504
mc_COTSWOLD,Cotswold,-33.72956,18.51052
mc_CRASSULA,Crassula,-34.01464,18.35608
mc_CROWN,Crown,-33.79436,18.38312
mc_CURLEW,Curlew,-33.86028,18.38036
mc_D_NYEMBE,D Nyembe,-33.98224,18.3778
mc_DAHLIA,Dahlia,-33.76412,18.5554
mc_DAIMLERBENZ,Daimlerbenz,-33.96392,18.4394
mc_DAL,Dal,-34.0922,18.6714
mc_DAPHNE,Daphne,-33.7096,18.38652
mc_DARLING,Darling,-33.825,18.5824
mc_DARTFORD,Dartford,-33.73996,18.6964
mc_DAVID_CLOETE,David Cloete,-33.81556,18.5594
mc_DAVISON,Davison,-34.0574,18.30696
mc_DAWN,Dawn,-34.01068,18.46184
mc_DE_MIST,De Mist,-33.79964,18.46584
mc_DE_WAAL_PARK,De Waal Park,-33.99172,18.68592
mc_DEERHURST,Deerhurst,-33.80104,18.5914
mc_DEERLODGE,Deerlodge,-33.77804,18.31304
mc_DEMOCRACY_SOUTH,Democracy South,-34.0672,18.5374
mc_DENNE_CENTRAL,Denne Central,-33.96024,18.47864
mc_DENNE_EAST,Denne East,-33.82352,18.3922
mc_DENNE_WEST,Denne West,-33.9834,18.47184
mc_DIBANA,Dibana,-33.73168,18.62552
mc_DISA,Disa,-33.9172,18.313
mc_DISANDT,Disandt,-33.80268,18.62684
mc_DISCOVERY,Discovery,-33.73196,18.60364
mc_DISTRICT_SIX,District Six,-34.01492,18.41692
mc_DOLOMITES_EAST,Dolomites East,-33.8186,18.637
mc_DOLOMITES_WEST,Dolomites West,-34.03368,18.55068
mc_DORCHESTER,Dorchester,-33.72568,18.49608
mc_DORP,Dorp,-33.75568,18.50088
mc_DREYER,Dreyer,-33.99516,18.43732
mc_DRILL,Drill,-34.05852,18.38272
mc_DUBLIN,Dublin,-33.98224,18.55452
mc_DUNKER,Dunker,-33.80436,18.39328
mc_DUYNEFONTEIN,Duynefontein,-34.08516,18.35016
mc_EARLSWOOD,Earlswood,-34.09188,18.6926
mc_ECHIUM,Echium,-34.0598,18.58668
mc_EDISON,Edison,-33.72912,18.4976
mc_EDWARD,Edward,-33.83296,18.47788
mc_ELLERTON,Ellerton,-34.08856,18.58192
mc_EMERALD,Emerald,-33.94532,18.58736
mc_ENON,Enon,-33.83028,18.32844
mc_ENTERPRISE,Enterprise,-33.72176,18.69
mc_ESSO,Esso,-34.05056,18.33856
mc_ESTUARIES,Estuaries,-33.71844,18.43732
mc_EXNER,Exner,-33.94996,18.36736
mc_FENWICK,Fenwick,-33.97088,18.69464
mc_FERNANDE,Fernande,-33.8288,18.6108
mc_FIGARO,Figaro,-33.755,18.43504
mc_FIRMOUNT,Firmount,-33.98944,18.56656
mc_FIRST,First,-33.789,18.491
mc_FISHMARKET,Fishmarket,-33.98288,18.48412
mc_FISKAAL,Fiskaal,-33.75936,18.40636
mc_FORESHORE,Foreshore,-33.8018,18.3834
mc_FRANS,Frans,-33.8488,18.30868
mc_FRESNAYE,Fresnaye,-33.90528,18.54892
mc_GALLOWS_HILL,Gallows Hill,-33.93164,18.59924
mc_GARDEN,Garden,-33.91336,18.54156
mc_GARDENIA,Gardenia,-33.85536,18.39584
mc_GARDENS,Gardens,-33.8524,18.56988
mc_GERWYN_OWEN,Gerwyn Owen,-33.7832,18.4274
mc_GIDEON_BASSON,Gideon Basson,-33.90632,18.34716
mc_GIE_CENTRAL,Gie Central,-34.01356,18.67416
mc_GIE_NORTH,Gie North,-33.9422,18.67708
mc_GIE_SOUTH,Gie South,-33.99348,18.64752
mc_GLEN_BEACH,Glen Beach,-33.80248,18.6126
mc_GOEDE_HOOP,Goede Hoop,-33.7392,18.55056
mc_GOEDVERWACHT,Goedverwacht,-33.83704,18.55408
mc_GOTHENBURG,Gothenburg,-33.7948,18.4764
mc_GOUSBLOM,Gousblom,-33.99176,18.3698
mc_GOVERNMENT_AVE,Government Ave,-34.01764,18.37992
mc_GRAAFS_POOL,Graafs Pool,-33.72104,18.33688
mc_GRAND_CANAL,Grand Canal,-34.06812,18.44204
mc_GRANGER,Granger,-33.919,18.3434
mc_GRANGER_BAY,Granger Bay,-33.98104,18.31904
mc_GREEN,Green,-33.99876,18.6384
mc_GREY,Grey,-33.92296,18.65008
mc_GROOTE_KERK,Groote Kerk,-33.82448,18.52376
mc_GROSVENOR,Grosvenor,-33.78596,18.44608
mc_GROSVENOR_NORTH,Grosvenor North,-33.78052,18.33636
mc_HAMPSTEAD,Hampstead,-33.86568,18.47652
mc_HAMPTONS,Hamptons,-33.7916,18.364
mc_HANGBERG,Hangberg,-34.01552,18.5214
mc_HANOVER_STREET,Hanover Street,-33.75084,18.51884
mc_HARRY_ALEXANDER,Harry Alexander,-34.0634,18.6142
mc_HELGARDA,Helgarda,-34.08364,18.46492
mc_HERMES,Hermes,-33.71444,18.6706
mc_HERMESLAAN_PRIMARY,Hermeslaan Primary,-33.81336,18.34788
mc_HERZLIA,Herzlia,-33.91324,18.30724
mc_HIGGO,Higgo,-33.88156,18.57524
mc_HIGH_LEVEL,High Level,-33.9834,18.53288
mc_HIGHLANDS,Highlands,-33.71628,18.55948
mc_HILL,Hill,-33.99476,18.3604
mc_HILLARY,Hillary,-33.95804,18.66092
mc_HOFFE_NORTH,Hoffe North,-33.95076,18.5346
mc_HOFFE_SOUTH,Hoffe South,-34.02656,18.30844
mc_HOL_BAY,Hol Bay,-34.00412,18.43848
mc_HOOGERGEEST,Hoogergeest,-33.7224,18.32536
mc_HORAK,Horak,-34.09908,18.3934
mc_HOUGHTON,Houghton,-33.85208,18.6958
mc_HOUT_BAY,Hout Bay,-33.84816,18.4466
mc_HUMAN,Human,-34.06348,18.58384
mc_IMIZAMO_YETHU,Imizamo Yethu,-33.95284,18.6384
mc_IMPERIAL,Imperial,-34.02744,18.56236
mc_INDUSTRIAL,Industrial,-34.03336,18.68744
mc_INSISWA,Insiswa,-34.06892,18.6578
mc_INVERMARK,Invermark,-33.94108,18.4512
mc_IRWINTON,Irwinton,-33.80256,18.6818
mc_JANSSENS,Janssens,-33.97108,18.32788
mc_JEFF_MASEMOLA,Jeff Masemola,-33.91396,18.609
mc_JOHAN_HEYNS,Johan Heyns,-34.01436,18.5598
mc_JOHAN_HEYNS_NORTH,Johan Heyns North,-34.07804,18.56228
mc_JOHANNES,Johannes,-33.88496,18.51172
mc_JOHN_DREYER,John Dreyer,-33.94768,18.4056
mc_JOHN_VAN_NIEKERK,John Van Niekerk,-33.73304,18.67844
mc_KAPTEINSKLIP,Kapteinsklip,-34.00344,18.6632
mc_KEHRWEIDER,Kehrweider,-33.80148,18.64812
mc_KEI_APPLE,Kei Apple,-33.90076,18.52948
mc_KEMP,Kemp,-33.7344,18.46916
mc_KENT,Kent,-33.85616,18.53436
mc_KERREM,Kerrem,-33.87972,18.56128
mc_KERRIA_PRIMARY,Kerria Primary,-33.9314,18.66064
mc_KEW,Kew,-33.75212,18.55396
mc_KHWEBULA,Khwebula,-34.09504,18.4038
mc_KHWEZI,Khwezi,-33.718,18.49236
mc_KILLARNEY,Killarney,-33.84216,18.4362
mc_KLEINBAAI,Kleinbaai,-33.8592,18.62752
mc_KLIPHEUWEL,Klipheuwel,-34.04732,18.38016
mc_KLOOF,Kloof,-33.79168,18.59328
mc_KLOOF_NEK,Kloof Nek,-33.90036,18.64756
mc_KNYSNA,Knysna,-33.80628,18.33044
mc_KOEBERG_POWER_STATION,Koeberg Power Station,-33.91636,18.59388
mc_KOEL_BAY,Koel Bay,-34.02896,18.65924
mc_KOLGHA,Kolgha,-33.94936,18.33336
mc_KOOSANI,Koosani,-33.94116,18.68412
mc_KUYASA,Kuyasa,-33.79424,18.49804
mc_LA_PALOMA,La Paloma,-33.77624,18.57152
mc_LAGAN,Lagan,-33.89756,18.6626
mc_LAGOON_BEACH,Lagoon Beach,-33.7016,18.40764
mc_LANCASTER,Lancaster,-33.90784,18.42284
mc_LANGEBERG,Langeberg,-33.90968,18.48768
mc_LAWLEY,Lawley,-33.71188,18.67012
mc_LE_SUEUR,Le Sueur,-34.09704,18.5298
mc_LEEUWEN,Leeuwen,-33.84688,18.36196
mc_LEWISHAM,Lewisham,-33.91564,18.35008
mc_LIGHTHOUSE,Lighthouse,-33.96704,18.69364
mc_LINDELA,Lindela,-34.07836,18.45516
mc_LINK,Link,-33.8162,18.3224
mc_LISBOA,Lisboa,-33.91844,18.39192
mc_LLANDUDNO,Llandudno,-33.8204,18.64944
mc_LOBELIA,Lobelia,-33.7958,18.44384
mc_LOCO,Loco,-33.75172,18.61796
mc_LONDON,London,-33.94348,18.30004
mc_LONGMARKET,Longmarket,-33.71356,18.6918
mc_LOOKOUT_HILL,Lookout Hill,-33.8528,18.57484
mc_LORD_CALEDON,Lord Caledon,-33.82624,18.66128
mc_LOSPERDS,Losperds,-33.94768,18.53412
mc_LOUWTJIE_ROTHMAN,Louwtjie Rothman,-33.97732,18.31744
mc_LOWER_BUITENKANT,Lower Buitenkant,-33.83192,18.61676
mc_LOWER_CAMPS_BAY,Lower Camps Bay,-34.01964,18.33076
mc_LOWER_CHURCH,Lower Church,-34.01724,18.59336
mc_LOWER_KLOOF,Lower Kloof,-34.08392,18.4956
mc_LOWER_PLEIN,Lower Plein,-33.70908,18.5562
mc_LOWER_RESERVOIR,Lower Reservoir,-33.7336,18.38988
mc_LOWER_VICTORIA,Lower Victoria,-34.04888,18.54584
mc_LOXTON_EAST,Loxton East,-33.9472,18.52772
mc_LOXTON_WEST,Loxton West,-34.02984,18.60188
mc_LUDWIGS_GARDEN,Ludwigs Garden,-33.71868,18.5194
mc_MADEIRA,Madeira,-33.80236,18.50352
mc_MAGNET,Magnet,-33.85824,18.48968
mc_MAIDENS_COVE,Maidens Cove,-33.793,18.55292
mc_MAINSTREAM,Mainstream,-33.78464,18.49032
mc_MAKABENI,Makabeni,-34.01816,18.54496
mc_MAKHANYA,Makhanya,-33.73408,18.46248
mc_MALVERN,Malvern,-33.7944,18.51332
mc_MANSFIELD,Mansfield,-33.85912,18.53872
mc_MARCONI,Marconi,-34.09356,18.36704
mc_MARGUERITE,Marguerite,-33.75184,18.40788
mc_MARIGOLD,Marigold,-33.97396,18.45196
mc_MARINA,Marina,-34.01572,18.48552
mc_MARINE,Marine,-33.74864,18.41752
mc_MARINE_CIRCLE,Marine Circle,-34.01436,18.59012
mc_MARLIN,Marlin,-33.71212,18.3482
mc_MARMION,Marmion,-33.74048,18.64836
mc_MAURITIUS,Mauritius,-33.97812,18.51308
mc_MEERMIN,Meermin,-33.81248,18.5232
mc_MELKBOSCH,Melkbosch,-33.93184,18.69884
mc_MELKBOSCH_VILLAGE,Melkbosch Village,-34.0664,18.52704
mc_MELKBOSSTRAND,Melkbosstrand,-33.76896,18.63232
mc_MERLOT,Merlot,-33.75316,18.45672
mc_MFUNDISWENI,Mfundisweni,-33.95864,18.64476
mc_MICHAELIS,Michaelis,-33.96108,18.63828
mc_MID_LONG,Mid Long,-34.0348,18.44992
mc_MID_LOOP,Mid Loop,-33.82288,18.48904
mc_MILNERTON,Milnerton,-33.86248,18.65396
mc_MILNERTON_LIGHTHOUSE,Milnerton Lighthouse,-33.96692,18.60616
mc_MITCHELLS_PLAIN,Mitchells Plain,-33.71436,18.63304
mc_MOLTENO,Molteno,-33.7942,18.57528
mc_MONTAGUE_GARDENS,Montague Gardens,-33.7642,18.42644
mc_MONTEZUMA,Montezuma,-33.86188,18.38224
mc_MONTREAL,Montreal,-33.75632,18.37964
mc_MONTREAL_SOUTH,Montreal South,-33.98956,18.5752
mc_MONTROSE,Montrose,-33.88876,18.45384
mc_MORAVIA,Moravia,-33.86388,18.30736
mc_MORGENSTER,Morgenster,-34.07536,18.38272
mc_MORNINGFIELD,Morningfield,-33.83668,18.34112
mc_MOUILLE_POINT,Mouille Point,-33.81864,18.59816
mc_MOUNT_RHODES,Mount Rhodes,-34.08528,18.34124
mc_MUSCADEL,Muscadel,-33.89436,18.3444
mc_NAMAR,Namar,-33.87164,18.31308
mc_NANTUCKET,Nantucket,-34.01768,18.50352
mc_NARCISSUS,Narcissus,-33.80776,18.34424
mc_NARWHAL,Narwhal,-33.89396,18.44532
mc_NAZARETH,Nazareth,-33.73792,18.63824
mc_NCUMO_EAST,Ncumo East,-33.88668,18.61908
mc_NCUMO_WEST,Ncumo West,-33.89032,18.62352
mc_NEIL_HARE,Neil Hare,-33.8076,18.4186
mc_NEPTUNE,Neptune,-33.98384,18.69824
mc_NEWLANDS,Newlands,-34.04788,18.69004
mc_NGCINGCU,Ngcingcu,-33.7444,18.65392
mc_NICOBAR,Nicobar,-34.02948,18.47344
mc_NOBEL_SQUARE,Nobel Square,-33.87204,18.38592
mc_NORTHSHORE,Northshore,-34.05784,18.512
mc_NTLAZANE,Ntlazane,-33.89196,18.41344
mc_OAKDALE,Oakdale,-33.78756,18.35028
mc_OAKLAND_HILLS,Oakland Hills,-33.95004,18.64628
